"Antimicrobial","Animal","Species","AMCSpeciesAnimal","PlantEffect","NMD","Susceptible","Resistant","2.5%","25%","50%","75%","97.5%","LI","LC","M","UC","UI","Plant"
"CIP","Poultry","Enterococci","CIP.Poultry.Enterococci","CIP.Enterococci.NMD014","NMD014",9,2,0,1,2,3,6,0,0.0909090909090909,0.181818181818182,0.272727272727273,0.545454545454545,"Poultry NMD014"
"CIP","Poultry","Enterococci","CIP.Poultry.Enterococci","CIP.Enterococci.NMD016","NMD016",34,10,4,8,10,13,18,0.0909090909090909,0.181818181818182,0.227272727272727,0.295454545454545,0.409090909090909,"Poultry NMD016"
"CIP","Poultry","Enterococci","CIP.Poultry.Enterococci","CIP.Enterococci.NMD019","NMD019",28,7,2,5,7,10,14,0.0571428571428571,0.142857142857143,0.2,0.285714285714286,0.4,"Poultry NMD019"
"CIP","Poultry","Enterococci","CIP.Poultry.Enterococci","CIP.Enterococci.NMD025","NMD025",1,0,0,0,0,0,1,0,0,0,0,1,"Poultry NMD025"
"CIP","Poultry","Enterococci","CIP.Poultry.Enterococci","CIP.Enterococci.NMD028","NMD028",1,0,0,0,0,0,1,0,0,0,0,1,"Poultry NMD028"
"CIP","Poultry","Enterococci","CIP.Poultry.Enterococci","CIP.Enterococci.NMD029","NMD029",1,0,0,0,0,0,1,0,0,0,0,1,"Poultry NMD029"
"CM","Calves","Campylobacter","CM.Calves.Campylobacter","CM.Campylobacter.ME016","ME016",6,0,0,0,0,0,1,0,0,0,0,0.166666666666667,"Calves ME016"
"CM","Calves","Campylobacter","CM.Calves.Campylobacter","CM.Campylobacter.ME018","ME018",5,0,0,0,0,0,1,0,0,0,0,0.2,"Calves ME018"
"CM","Calves","Campylobacter","CM.Calves.Campylobacter","CM.Campylobacter.ME021","ME021",5,0,0,0,0,0,1,0,0,0,0,0.2,"Calves ME021"
"CM","Calves","Campylobacter","CM.Calves.Campylobacter","CM.Campylobacter.ME039","ME039",1,0,0,0,0,0,0,0,0,0,0,0,"Calves ME039"
"CM","Calves","Campylobacter","CM.Calves.Campylobacter","CM.Campylobacter.ME040","ME040",6,0,0,0,0,0,1,0,0,0,0,0.166666666666667,"Calves ME040"
"CM","Calves","Campylobacter","CM.Calves.Campylobacter","CM.Campylobacter.ME043","ME043",3,0,0,0,0,0,0,0,0,0,0,0,"Calves ME043"
"CM","Calves","Campylobacter","CM.Calves.Campylobacter","CM.Campylobacter.ME058","ME058",6,0,0,0,0,0,1,0,0,0,0,0.166666666666667,"Calves ME058"
"CM","Calves","Campylobacter","CM.Calves.Campylobacter","CM.Campylobacter.ME066","ME066",2,0,0,0,0,0,0,0,0,0,0,0,"Calves ME066"
"CM","Calves","Campylobacter","CM.Calves.Campylobacter","CM.Campylobacter.ME075","ME075",1,0,0,0,0,0,0,0,0,0,0,0,"Calves ME075"
"CM","Calves","Campylobacter","CM.Calves.Campylobacter","CM.Campylobacter.ME086","ME086",3,0,0,0,0,0,0,0,0,0,0,0,"Calves ME086"
"CM","Calves","Campylobacter","CM.Calves.Campylobacter","CM.Campylobacter.ME112","ME112",4,0,0,0,0,0,0,0,0,0,0,0,"Calves ME112"
"CM","Calves","Campylobacter","CM.Calves.Campylobacter","CM.Campylobacter.ME132","ME132",2,0,0,0,0,0,0,0,0,0,0,0,"Calves ME132"
"CM","Calves","Campylobacter","CM.Calves.Campylobacter","CM.Campylobacter.ME137","ME137",2,0,0,0,0,0,0,0,0,0,0,0,"Calves ME137"
"CM","Calves","Campylobacter","CM.Calves.Campylobacter","CM.Campylobacter.ME500","ME500",2,0,0,0,0,0,0,0,0,0,0,0,"Calves ME500"
"CM","Calves","Campylobacter","CM.Calves.Campylobacter","CM.Campylobacter.SPM51","SPM51",7,0,0,0,0,0,1,0,0,0,0,0.142857142857143,"Calves SPM51"
"CM","Calves","E.coli","CM.Calves.E.coli","CM.E.coli.ME016","ME016",15,0,0,0,0,1,2,0,0,0,0.0666666666666667,0.133333333333333,"Calves ME016"
"CM","Calves","E.coli","CM.Calves.E.coli","CM.E.coli.ME018","ME018",12,1,0,0,0,1,2,0,0,0,0.0769230769230769,0.153846153846154,"Calves ME018"
"CM","Calves","E.coli","CM.Calves.E.coli","CM.E.coli.ME021","ME021",9,0,0,0,0,0,2,0,0,0,0,0.222222222222222,"Calves ME021"
"CM","Calves","E.coli","CM.Calves.E.coli","CM.E.coli.ME023","ME023",14,0,0,0,0,1,2,0,0,0,0.0714285714285714,0.142857142857143,"Calves ME023"
"CM","Calves","E.coli","CM.Calves.E.coli","CM.E.coli.ME034","ME034",2,0,0,0,0,0,1,0,0,0,0,0.5,"Calves ME034"
"CM","Calves","E.coli","CM.Calves.E.coli","CM.E.coli.ME039","ME039",18,0,0,0,0,1,2,0,0,0,0.0555555555555556,0.111111111111111,"Calves ME039"
"CM","Calves","E.coli","CM.Calves.E.coli","CM.E.coli.ME040","ME040",10,1,0,0,0,1,2,0,0,0,0.0909090909090909,0.181818181818182,"Calves ME040"
"CM","Calves","E.coli","CM.Calves.E.coli","CM.E.coli.ME043","ME043",20,0,0,0,0,1,3,0,0,0,0.05,0.15,"Calves ME043"
"CM","Calves","E.coli","CM.Calves.E.coli","CM.E.coli.ME047","ME047",12,0,0,0,0,1,2,0,0,0,0.0833333333333333,0.166666666666667,"Calves ME047"
"CM","Calves","E.coli","CM.Calves.E.coli","CM.E.coli.ME056","ME056",18,0,0,0,0,1,2,0,0,0,0.0555555555555556,0.111111111111111,"Calves ME056"
"CM","Calves","E.coli","CM.Calves.E.coli","CM.E.coli.ME058","ME058",24,0,0,0,0,1,3,0,0,0,0.0416666666666667,0.125,"Calves ME058"
"CM","Calves","E.coli","CM.Calves.E.coli","CM.E.coli.ME066","ME066",9,0,0,0,0,0,2,0,0,0,0,0.222222222222222,"Calves ME066"
"CM","Calves","E.coli","CM.Calves.E.coli","CM.E.coli.ME075","ME075",17,3,0,0,1,1,3,0,0,0.05,0.05,0.15,"Calves ME075"
"CM","Calves","E.coli","CM.Calves.E.coli","CM.E.coli.ME078","ME078",3,0,0,0,0,0,1,0,0,0,0,0.333333333333333,"Calves ME078"
"CM","Calves","E.coli","CM.Calves.E.coli","CM.E.coli.ME080","ME080",16,0,0,0,0,1,2,0,0,0,0.0625,0.125,"Calves ME080"
"CM","Calves","E.coli","CM.Calves.E.coli","CM.E.coli.ME086","ME086",12,0,0,0,0,1,2,0,0,0,0.0833333333333333,0.166666666666667,"Calves ME086"
"CM","Calves","E.coli","CM.Calves.E.coli","CM.E.coli.ME100","ME100",17,3,0,0,1,1,3,0,0,0.05,0.05,0.15,"Calves ME100"
"CM","Calves","E.coli","CM.Calves.E.coli","CM.E.coli.ME102","ME102",25,2,0,0,1,2,4,0,0,0.037037037037037,0.0740740740740741,0.148148148148148,"Calves ME102"
"CM","Calves","E.coli","CM.Calves.E.coli","CM.E.coli.ME104","ME104",11,0,0,0,0,1,2,0,0,0,0.0909090909090909,0.181818181818182,"Calves ME104"
"CM","Calves","E.coli","CM.Calves.E.coli","CM.E.coli.ME112","ME112",7,0,0,0,0,0,1,0,0,0,0,0.142857142857143,"Calves ME112"
"CM","Calves","E.coli","CM.Calves.E.coli","CM.E.coli.ME132","ME132",1,0,0,0,0,0,1,0,0,0,0,1,"Calves ME132"
"CM","Calves","E.coli","CM.Calves.E.coli","CM.E.coli.ME137","ME137",1,0,0,0,0,0,1,0,0,0,0,1,"Calves ME137"
"CM","Calves","E.coli","CM.Calves.E.coli","CM.E.coli.ME500","ME500",8,0,0,0,0,0,2,0,0,0,0,0.25,"Calves ME500"
"CM","Calves","E.coli","CM.Calves.E.coli","CM.E.coli.SPM51","SPM51",9,0,0,0,0,0,2,0,0,0,0,0.222222222222222,"Calves SPM51"
"CM","Calves","Enterococci","CM.Calves.Enterococci","CM.Enterococci.ME016","ME016",15,0,0,0,0,1,2,0,0,0,0.0666666666666667,0.133333333333333,"Calves ME016"
"CM","Calves","Enterococci","CM.Calves.Enterococci","CM.Enterococci.ME018","ME018",10,0,0,0,0,0,2,0,0,0,0,0.2,"Calves ME018"
"CM","Calves","Enterococci","CM.Calves.Enterococci","CM.Enterococci.ME021","ME021",8,0,0,0,0,0,1,0,0,0,0,0.125,"Calves ME021"
"CM","Calves","Enterococci","CM.Calves.Enterococci","CM.Enterococci.ME023","ME023",15,0,0,0,0,1,2,0,0,0,0.0666666666666667,0.133333333333333,"Calves ME023"
"CM","Calves","Enterococci","CM.Calves.Enterococci","CM.Enterococci.ME034","ME034",2,0,0,0,0,0,1,0,0,0,0,0.5,"Calves ME034"
"CM","Calves","Enterococci","CM.Calves.Enterococci","CM.Enterococci.ME039","ME039",11,0,0,0,0,0,2,0,0,0,0,0.181818181818182,"Calves ME039"
"CM","Calves","Enterococci","CM.Calves.Enterococci","CM.Enterococci.ME040","ME040",8,1,0,0,0,0,2,0,0,0,0,0.222222222222222,"Calves ME040"
"CM","Calves","Enterococci","CM.Calves.Enterococci","CM.Enterococci.ME043","ME043",16,0,0,0,0,1,2,0,0,0,0.0625,0.125,"Calves ME043"
"CM","Calves","Enterococci","CM.Calves.Enterococci","CM.Enterococci.ME047","ME047",11,1,0,0,0,1,2,0,0,0,0.0833333333333333,0.166666666666667,"Calves ME047"
"CM","Calves","Enterococci","CM.Calves.Enterococci","CM.Enterococci.ME056","ME056",14,0,0,0,0,1,2,0,0,0,0.0714285714285714,0.142857142857143,"Calves ME056"
"CM","Calves","Enterococci","CM.Calves.Enterococci","CM.Enterococci.ME058","ME058",24,1,0,0,0,1,3,0,0,0,0.04,0.12,"Calves ME058"
"CM","Calves","Enterococci","CM.Calves.Enterococci","CM.Enterococci.ME066","ME066",6,0,0,0,0,0,1,0,0,0,0,0.166666666666667,"Calves ME066"
"CM","Calves","Enterococci","CM.Calves.Enterococci","CM.Enterococci.ME075","ME075",14,0,0,0,0,1,2,0,0,0,0.0714285714285714,0.142857142857143,"Calves ME075"
"CM","Calves","Enterococci","CM.Calves.Enterococci","CM.Enterococci.ME078","ME078",1,0,0,0,0,0,0,0,0,0,0,0,"Calves ME078"
"CM","Calves","Enterococci","CM.Calves.Enterococci","CM.Enterococci.ME080","ME080",11,0,0,0,0,0,2,0,0,0,0,0.181818181818182,"Calves ME080"
"CM","Calves","Enterococci","CM.Calves.Enterococci","CM.Enterococci.ME086","ME086",25,0,0,0,0,1,3,0,0,0,0.04,0.12,"Calves ME086"
"CM","Calves","Enterococci","CM.Calves.Enterococci","CM.Enterococci.ME100","ME100",14,2,0,0,0,1,2,0,0,0,0.0625,0.125,"Calves ME100"
"CM","Calves","Enterococci","CM.Calves.Enterococci","CM.Enterococci.ME102","ME102",18,0,0,0,0,1,2,0,0,0,0.0555555555555556,0.111111111111111,"Calves ME102"
"CM","Calves","Enterococci","CM.Calves.Enterococci","CM.Enterococci.ME104","ME104",16,0,0,0,0,1,2,0,0,0,0.0625,0.125,"Calves ME104"
"CM","Calves","Enterococci","CM.Calves.Enterococci","CM.Enterococci.ME112","ME112",7,0,0,0,0,0,1,0,0,0,0,0.142857142857143,"Calves ME112"
"CM","Calves","Enterococci","CM.Calves.Enterococci","CM.Enterococci.ME132","ME132",3,0,0,0,0,0,1,0,0,0,0,0.333333333333333,"Calves ME132"
"CM","Calves","Enterococci","CM.Calves.Enterococci","CM.Enterococci.ME137","ME137",2,0,0,0,0,0,1,0,0,0,0,0.5,"Calves ME137"
"CM","Calves","Enterococci","CM.Calves.Enterococci","CM.Enterococci.ME500","ME500",8,2,0,0,0,1,2,0,0,0,0.1,0.2,"Calves ME500"
"CM","Calves","Enterococci","CM.Calves.Enterococci","CM.Enterococci.SPM51","SPM51",11,0,0,0,0,0,2,0,0,0,0,0.181818181818182,"Calves SPM51"
"CM","Pigs","Campylobacter","CM.Pigs.Campylobacter","CM.Campylobacter.AB018","AB018",5,0,0,0,0,0,1,0,0,0,0,0.2,"Pigs AB018"
"CM","Pigs","Campylobacter","CM.Pigs.Campylobacter","CM.Campylobacter.AB032","AB032",1,0,0,0,0,0,0,0,0,0,0,0,"Pigs AB032"
"CM","Pigs","Campylobacter","CM.Pigs.Campylobacter","CM.Campylobacter.AB078","AB078",3,0,0,0,0,0,1,0,0,0,0,0.333333333333333,"Pigs AB078"
"CM","Pigs","Campylobacter","CM.Pigs.Campylobacter","CM.Campylobacter.ME103","ME103",1,0,0,0,0,0,0,0,0,0,0,0,"Pigs ME103"
"CM","Pigs","E.coli","CM.Pigs.E.coli","CM.E.coli.AB015","AB015",51,7,1,4,6,8,13,0.0172413793103448,0.0689655172413793,0.103448275862069,0.137931034482759,0.224137931034483,"Pigs AB015"
"CM","Pigs","E.coli","CM.Pigs.E.coli","CM.E.coli.AB018","AB018",31,4,0,2,3,5,9,0,0.0571428571428571,0.0857142857142857,0.142857142857143,0.257142857142857,"Pigs AB018"
"CM","Pigs","E.coli","CM.Pigs.E.coli","CM.E.coli.AB032","AB032",46,0,0,1,3,4,7,0,0.0217391304347826,0.0652173913043478,0.0869565217391304,0.152173913043478,"Pigs AB032"
"CM","Pigs","E.coli","CM.Pigs.E.coli","CM.E.coli.AB078","AB078",19,3,0,1,2,3,6,0,0.0454545454545455,0.0909090909090909,0.136363636363636,0.272727272727273,"Pigs AB078"
"CM","Pigs","E.coli","CM.Pigs.E.coli","CM.E.coli.AB081","AB081",10,0,0,0,1,1,3,0,0,0.1,0.1,0.3,"Pigs AB081"
"CM","Pigs","E.coli","CM.Pigs.E.coli","CM.E.coli.ME069","ME069",32,1,0,1,2,4,7,0,0.0303030303030303,0.0606060606060606,0.121212121212121,0.212121212121212,"Pigs ME069"
"CM","Pigs","E.coli","CM.Pigs.E.coli","CM.E.coli.ME077","ME077",2,1,0,0,0,1,2,0,0,0,0.333333333333333,0.666666666666667,"Pigs ME077"
"CM","Pigs","E.coli","CM.Pigs.E.coli","CM.E.coli.ME103","ME103",48,10,2,5,7,10,15,0.0344827586206897,0.0862068965517241,0.120689655172414,0.172413793103448,0.258620689655172,"Pigs ME103"
"CM","Pigs","E.coli","CM.Pigs.E.coli","CM.E.coli.ME131","ME131",33,5,0,2,4,6,9,0,0.0526315789473684,0.105263157894737,0.157894736842105,0.236842105263158,"Pigs ME131"
"CM","Pigs","Enterococci","CM.Pigs.Enterococci","CM.Enterococci.AB015","AB015",30,1,0,1,2,3,5,0,0.032258064516129,0.0645161290322581,0.0967741935483871,0.161290322580645,"Pigs AB015"
"CM","Pigs","Enterococci","CM.Pigs.Enterococci","CM.Enterococci.AB018","AB018",55,3,0,2,3,5,9,0,0.0344827586206897,0.0517241379310345,0.0862068965517241,0.155172413793103,"Pigs AB018"
"CM","Pigs","Enterococci","CM.Pigs.Enterococci","CM.Enterococci.AB032","AB032",24,1,0,1,1,2,5,0,0.04,0.04,0.08,0.2,"Pigs AB032"
"CM","Pigs","Enterococci","CM.Pigs.Enterococci","CM.Enterococci.AB078","AB078",43,1,0,1,2,3,7,0,0.0227272727272727,0.0454545454545455,0.0681818181818182,0.159090909090909,"Pigs AB078"
"CM","Pigs","Enterococci","CM.Pigs.Enterococci","CM.Enterococci.AB081","AB081",7,0,0,0,0,1,2,0,0,0,0.142857142857143,0.285714285714286,"Pigs AB081"
"CM","Pigs","Enterococci","CM.Pigs.Enterococci","CM.Enterococci.ME069","ME069",18,2,0,1,1,2,5,0,0.05,0.05,0.1,0.25,"Pigs ME069"
"CM","Pigs","Enterococci","CM.Pigs.Enterococci","CM.Enterococci.ME077","ME077",1,2,0,0,0,0,2,0,0,0,0,0.666666666666667,"Pigs ME077"
"CM","Pigs","Enterococci","CM.Pigs.Enterococci","CM.Enterococci.ME103","ME103",50,6,1,3,4,6,10.0250000000001,0.0178571428571429,0.0535714285714286,0.0714285714285714,0.107142857142857,0.179017857142859,"Pigs ME103"
"CM","Pigs","Enterococci","CM.Pigs.Enterococci","CM.Enterococci.ME131","ME131",37,4,0,2,3,4,8,0,0.0487804878048781,0.0731707317073171,0.0975609756097561,0.195121951219512,"Pigs ME131"
"CM","Poultry","Campylobacter","CM.Poultry.Campylobacter","CM.Campylobacter.NMD002","NMD002",13,0,0,0,0,0,0,0,0,0,0,0,"Poultry NMD002"
"CM","Poultry","Campylobacter","CM.Poultry.Campylobacter","CM.Campylobacter.NMD008","NMD008",74,0,0,0,0,0,1,0,0,0,0,0.0135135135135135,"Poultry NMD008"
"CM","Poultry","Campylobacter","CM.Poultry.Campylobacter","CM.Campylobacter.NMD012","NMD012",56,0,0,0,0,0,1,0,0,0,0,0.0178571428571429,"Poultry NMD012"
"CM","Poultry","Campylobacter","CM.Poultry.Campylobacter","CM.Campylobacter.NMD013","NMD013",56,0,0,0,0,0,1,0,0,0,0,0.0178571428571429,"Poultry NMD013"
"CM","Poultry","Campylobacter","CM.Poultry.Campylobacter","CM.Campylobacter.NMD014","NMD014",12,0,0,0,0,0,0,0,0,0,0,0,"Poultry NMD014"
"CM","Poultry","Campylobacter","CM.Poultry.Campylobacter","CM.Campylobacter.NMD016","NMD016",44,0,0,0,0,0,1,0,0,0,0,0.0227272727272727,"Poultry NMD016"
"CM","Poultry","Campylobacter","CM.Poultry.Campylobacter","CM.Campylobacter.NMD019","NMD019",38,0,0,0,0,0,1,0,0,0,0,0.0263157894736842,"Poultry NMD019"
"CM","Poultry","Campylobacter","CM.Poultry.Campylobacter","CM.Campylobacter.NMD028","NMD028",2,0,0,0,0,0,0,0,0,0,0,0,"Poultry NMD028"
"CM","Poultry","Campylobacter","CM.Poultry.Campylobacter","CM.Campylobacter.NMD029","NMD029",2,0,0,0,0,0,0,0,0,0,0,0,"Poultry NMD029"
"CM","Poultry","E.coli","CM.Poultry.E.coli","CM.E.coli.NMD002","NMD002",11,0,0,0,0,0,1,0,0,0,0,0.0909090909090909,"Poultry NMD002"
"CM","Poultry","E.coli","CM.Poultry.E.coli","CM.E.coli.NMD008","NMD008",87,1,0,0,0,1,3,0,0,0,0.0113636363636364,0.0340909090909091,"Poultry NMD008"
"CM","Poultry","E.coli","CM.Poultry.E.coli","CM.E.coli.NMD012","NMD012",50,0,0,0,0,1,2,0,0,0,0.02,0.04,"Poultry NMD012"
"CM","Poultry","E.coli","CM.Poultry.E.coli","CM.E.coli.NMD013","NMD013",56,0,0,0,0,1,2,0,0,0,0.0178571428571429,0.0357142857142857,"Poultry NMD013"
"CM","Poultry","E.coli","CM.Poultry.E.coli","CM.E.coli.NMD014","NMD014",14,0,0,0,0,0,1,0,0,0,0,0.0714285714285714,"Poultry NMD014"
"CM","Poultry","E.coli","CM.Poultry.E.coli","CM.E.coli.NMD016","NMD016",43,1,0,0,0,1,2,0,0,0,0.0227272727272727,0.0454545454545455,"Poultry NMD016"
"CM","Poultry","E.coli","CM.Poultry.E.coli","CM.E.coli.NMD019","NMD019",41,0,0,0,0,0,2,0,0,0,0,0.0487804878048781,"Poultry NMD019"
"CM","Poultry","E.coli","CM.Poultry.E.coli","CM.E.coli.NMD028","NMD028",1,0,0,0,0,0,0,0,0,0,0,0,"Poultry NMD028"
"CM","Poultry","E.coli","CM.Poultry.E.coli","CM.E.coli.NMD029","NMD029",1,0,0,0,0,0,0,0,0,0,0,0,"Poultry NMD029"
"CM","Poultry","Enterococci","CM.Poultry.Enterococci","CM.Enterococci.NMD002","NMD002",9,0,0,0,0,0,1,0,0,0,0,0.111111111111111,"Poultry NMD002"
"CM","Poultry","Enterococci","CM.Poultry.Enterococci","CM.Enterococci.NMD008","NMD008",87,1,0,0,0,1,2,0,0,0,0.0113636363636364,0.0227272727272727,"Poultry NMD008"
"CM","Poultry","Enterococci","CM.Poultry.Enterococci","CM.Enterococci.NMD012","NMD012",53,0,0,0,0,0,2,0,0,0,0,0.0377358490566038,"Poultry NMD012"
"CM","Poultry","Enterococci","CM.Poultry.Enterococci","CM.Enterococci.NMD013","NMD013",55,0,0,0,0,0,2,0,0,0,0,0.0363636363636364,"Poultry NMD013"
"CM","Poultry","Enterococci","CM.Poultry.Enterococci","CM.Enterococci.NMD014","NMD014",11,0,0,0,0,0,1,0,0,0,0,0.0909090909090909,"Poultry NMD014"
"CM","Poultry","Enterococci","CM.Poultry.Enterococci","CM.Enterococci.NMD016","NMD016",44,0,0,0,0,0,1,0,0,0,0,0.0227272727272727,"Poultry NMD016"
"CM","Poultry","Enterococci","CM.Poultry.Enterococci","CM.Enterococci.NMD019","NMD019",35,0,0,0,0,0,1,0,0,0,0,0.0285714285714286,"Poultry NMD019"
"CM","Poultry","Enterococci","CM.Poultry.Enterococci","CM.Enterococci.NMD025","NMD025",1,0,0,0,0,0,0,0,0,0,0,0,"Poultry NMD025"
"CM","Poultry","Enterococci","CM.Poultry.Enterococci","CM.Enterococci.NMD028","NMD028",1,0,0,0,0,0,0,0,0,0,0,0,"Poultry NMD028"
"CM","Poultry","Enterococci","CM.Poultry.Enterococci","CM.Enterococci.NMD029","NMD029",1,0,0,0,0,0,0,0,0,0,0,0,"Poultry NMD029"
"CP","Calves","E.coli","CP.Calves.E.coli","CP.E.coli.ME016","ME016",15,0,0,0,0,1,2,0,0,0,0.0666666666666667,0.133333333333333,"Calves ME016"
"CP","Calves","E.coli","CP.Calves.E.coli","CP.E.coli.ME018","ME018",12,1,0,0,0,1,2,0,0,0,0.0769230769230769,0.153846153846154,"Calves ME018"
"CP","Calves","E.coli","CP.Calves.E.coli","CP.E.coli.ME021","ME021",8,1,0,0,0,1,2,0,0,0,0.111111111111111,0.222222222222222,"Calves ME021"
"CP","Calves","E.coli","CP.Calves.E.coli","CP.E.coli.ME023","ME023",14,0,0,0,0,1,2,0,0,0,0.0714285714285714,0.142857142857143,"Calves ME023"
"CP","Calves","E.coli","CP.Calves.E.coli","CP.E.coli.ME034","ME034",2,0,0,0,0,0,1,0,0,0,0,0.5,"Calves ME034"
"CP","Calves","E.coli","CP.Calves.E.coli","CP.E.coli.ME039","ME039",17,1,0,0,0,1,3,0,0,0,0.0555555555555556,0.166666666666667,"Calves ME039"
"CP","Calves","E.coli","CP.Calves.E.coli","CP.E.coli.ME040","ME040",11,0,0,0,0,1,2,0,0,0,0.0909090909090909,0.181818181818182,"Calves ME040"
"CP","Calves","E.coli","CP.Calves.E.coli","CP.E.coli.ME043","ME043",19,1,0,0,1,1,3,0,0,0.05,0.05,0.15,"Calves ME043"
"CP","Calves","E.coli","CP.Calves.E.coli","CP.E.coli.ME047","ME047",12,0,0,0,0,1,2,0,0,0,0.0833333333333333,0.166666666666667,"Calves ME047"
"CP","Calves","E.coli","CP.Calves.E.coli","CP.E.coli.ME056","ME056",18,0,0,0,0,1,3,0,0,0,0.0555555555555556,0.166666666666667,"Calves ME056"
"CP","Calves","E.coli","CP.Calves.E.coli","CP.E.coli.ME058","ME058",24,0,0,0,1,1,3,0,0,0.0416666666666667,0.0416666666666667,0.125,"Calves ME058"
"CP","Calves","E.coli","CP.Calves.E.coli","CP.E.coli.ME066","ME066",8,1,0,0,0,1,2,0,0,0,0.111111111111111,0.222222222222222,"Calves ME066"
"CP","Calves","E.coli","CP.Calves.E.coli","CP.E.coli.ME075","ME075",19,1,0,0,1,1,3,0,0,0.05,0.05,0.15,"Calves ME075"
"CP","Calves","E.coli","CP.Calves.E.coli","CP.E.coli.ME078","ME078",3,0,0,0,0,0,1,0,0,0,0,0.333333333333333,"Calves ME078"
"CP","Calves","E.coli","CP.Calves.E.coli","CP.E.coli.ME080","ME080",15,1,0,0,0,1,3,0,0,0,0.0625,0.1875,"Calves ME080"
"CP","Calves","E.coli","CP.Calves.E.coli","CP.E.coli.ME086","ME086",11,1,0,0,0,1,2,0,0,0,0.0833333333333333,0.166666666666667,"Calves ME086"
"CP","Calves","E.coli","CP.Calves.E.coli","CP.E.coli.ME100","ME100",18,2,0,0,1,2,3,0,0,0.05,0.1,0.15,"Calves ME100"
"CP","Calves","E.coli","CP.Calves.E.coli","CP.E.coli.ME102","ME102",25,2,0,0,1,2,4,0,0,0.037037037037037,0.0740740740740741,0.148148148148148,"Calves ME102"
"CP","Calves","E.coli","CP.Calves.E.coli","CP.E.coli.ME104","ME104",11,0,0,0,0,1,2,0,0,0,0.0909090909090909,0.181818181818182,"Calves ME104"
"CP","Calves","E.coli","CP.Calves.E.coli","CP.E.coli.ME112","ME112",7,0,0,0,0,0,2,0,0,0,0,0.285714285714286,"Calves ME112"
"CP","Calves","E.coli","CP.Calves.E.coli","CP.E.coli.ME132","ME132",1,0,0,0,0,0,1,0,0,0,0,1,"Calves ME132"
"CP","Calves","E.coli","CP.Calves.E.coli","CP.E.coli.ME137","ME137",1,0,0,0,0,0,1,0,0,0,0,1,"Calves ME137"
"CP","Calves","E.coli","CP.Calves.E.coli","CP.E.coli.ME500","ME500",8,0,0,0,0,1,2,0,0,0,0.125,0.25,"Calves ME500"
"CP","Calves","E.coli","CP.Calves.E.coli","CP.E.coli.SPM51","SPM51",9,0,0,0,0,1,2,0,0,0,0.111111111111111,0.222222222222222,"Calves SPM51"
"CP","Pigs","E.coli","CP.Pigs.E.coli","CP.E.coli.AB015","AB015",55,3,0,0,1,2,5,0,0,0.0172413793103448,0.0344827586206897,0.0862068965517241,"Pigs AB015"
"CP","Pigs","E.coli","CP.Pigs.E.coli","CP.E.coli.AB018","AB018",35,0,0,0,0,1,3,0,0,0,0.0285714285714286,0.0857142857142857,"Pigs AB018"
"CP","Pigs","E.coli","CP.Pigs.E.coli","CP.E.coli.AB032","AB032",46,0,0,0,1,1,3,0,0,0.0217391304347826,0.0217391304347826,0.0652173913043478,"Pigs AB032"
"CP","Pigs","E.coli","CP.Pigs.E.coli","CP.E.coli.AB078","AB078",21,1,0,0,0,1,2,0,0,0,0.0454545454545455,0.0909090909090909,"Pigs AB078"
"CP","Pigs","E.coli","CP.Pigs.E.coli","CP.E.coli.AB081","AB081",10,0,0,0,0,0,1,0,0,0,0,0.1,"Pigs AB081"
"CP","Pigs","E.coli","CP.Pigs.E.coli","CP.E.coli.ME069","ME069",33,0,0,0,0,1,3,0,0,0,0.0303030303030303,0.0909090909090909,"Pigs ME069"
"CP","Pigs","E.coli","CP.Pigs.E.coli","CP.E.coli.ME077","ME077",3,0,0,0,0,0,1,0,0,0,0,0.333333333333333,"Pigs ME077"
"CP","Pigs","E.coli","CP.Pigs.E.coli","CP.E.coli.ME103","ME103",57,1,0,0,1,2,4,0,0,0.0172413793103448,0.0344827586206897,0.0689655172413793,"Pigs ME103"
"CP","Pigs","E.coli","CP.Pigs.E.coli","CP.E.coli.ME131","ME131",37,1,0,0,1,1,3,0,0,0.0263157894736842,0.0263157894736842,0.0789473684210526,"Pigs ME131"
"CP","Poultry","E.coli","CP.Poultry.E.coli","CP.E.coli.NMD002","NMD002",11,0,0,0,0,0,1,0,0,0,0,0.0909090909090909,"Poultry NMD002"
"CP","Poultry","E.coli","CP.Poultry.E.coli","CP.E.coli.NMD008","NMD008",86,2,0,1,1,3,6,0,0.0113636363636364,0.0113636363636364,0.0340909090909091,0.0681818181818182,"Poultry NMD008"
"CP","Poultry","E.coli","CP.Poultry.E.coli","CP.E.coli.NMD012","NMD012",49,1,0,0,1,1,4,0,0,0.02,0.02,0.08,"Poultry NMD012"
"CP","Poultry","E.coli","CP.Poultry.E.coli","CP.E.coli.NMD013","NMD013",56,0,0,0,1,1,3,0,0,0.0178571428571429,0.0178571428571429,0.0535714285714286,"Poultry NMD013"
"CP","Poultry","E.coli","CP.Poultry.E.coli","CP.E.coli.NMD014","NMD014",13,1,0,0,0,1,2,0,0,0,0.0714285714285714,0.142857142857143,"Poultry NMD014"
"CP","Poultry","E.coli","CP.Poultry.E.coli","CP.E.coli.NMD016","NMD016",43,1,0,0,1,1,3,0,0,0.0227272727272727,0.0227272727272727,0.0681818181818182,"Poultry NMD016"
